"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"99","B",58,"2",114282,10,"P","M",52,14458.74,30
"98","M",89,"1",44674,21,"O","M",66,36121.27,42
"02","M",35,"4",3708,42,"D","F",36,25177.86,37
"98","M",87,"4",73396,16,"P","F",37,39692.31,36
"02","C",89,"2",56214,21,"P","M",35,7981.64,38
"98","M",86,"0",118482,13,"O","M",42,36776.14,32
"00","C",88,"2",60770,24,"D","M",56,4870.53,32
"99","M",45,"3",54151,15,"O","M",61,34079.55,36
"99","C",71,"1",40396,12,"D","M",62,6197.99,37
"01","M",60,"3",35929,6,"D","M",28,25099.39,48
"98","M",85,"4",112343,18,"D","F",22,22899.3,60
"99","C",58,"4",27541,139.060507540125,"P","M",36,6195.44,37
"01","B",47,"2",85242,36,"P","F",30,12490.49,45
"01","M",75,"4",36517,2,"P","M",37,20713.43,36
"98","M",85,"1",87381,10,"D","M",19,36068.18,68
"01","M",87,"3",96497,16,"D","M",58,26718.08,33
"99","M",31,"2",38763,44,"P","F",53,24700.81,31
"99","M",74,"1",79546,20,"D","M",32,34746.39,42
"01","U",68,"4",29861,26,"D","F",76,1838.93,60
"99","M",76,"4",74961,19,"O","M",50,26683.66,30
"98","M",80,"0",38991,8,"D","M",26,28222.29,52
"98","M",88,"2",88395,17,"D","M",59,32472.21,34
"98","B",37,"3",29527,13,"P","M",70,13451.67,48
"99","B",71,"1",27241,13,"O","M",26,14776.43,52
"99","A",67,"1",117111,26,"P","F",42,16883.79,32
"98","B",52,"1",75304,18,"O","M",33,13058.1,41
"02","A",75,"0",92523,22,"D","F",50,18306.41,30
"01","C",69,"0",4340,7,"P","M",79,7785.81,68
"99","M",64,"1",85738,21,"D","M",71,21544.27,50
"01","A",83,"3",28878,18,"O","F",21,16100.76,63
"98","U",88,"4",14152,16,"P","F",52,2882.18,30
"98","B",74,"1",69482,4,"P","M",34,10815.38,39
"01","B",57,"0",32532,32,"D","F",76,12663.39,60
"01","M",83,"2",98559,18,"O","F",34,37682.12,39
"00","M",51,"0",1357,34,"P","F",76,34433.38,60
"02","A",87,"4",84519,22,"O","M",65,15930.67,41
"99","M",52,"3",108743,3,"D","M",49,27871.02,30
"01","M",58,"4",2706,31,"D","F",18,35676.38,70
"99","A",58,"3",89669,31,"O","F",18,15408.93,70
"99","C",56,"4",101184,32,"O","F",60,7222.87,35
"02","A",58,"4",98472,31,"P","F",57,18078.13,33
"00","M",33,"3",66247,7,"O","M",73,24088.36,54
"98","C",50,"1",66079,1,"D","M",50,3027.95,30
"02","M",60,"2",102594,4,"P","M",37,27677.33,36
"02","M",48,"3",85837,14,"O","M",31,30244.99,44
"98","M",46,"4",87578,12,"O","M",23,31271.78,58
"01","M",81,"4",110505,2,"O","M",54,32836.53,31
"99","A",48,"2",36574,36,"D","F",45,18098.01,31
"99","C",30,"4",110326,23,"P","M",54,6117.2,31
"98","B",37,"1",99416,5,"D","M",28,12644.87,48
"98","M",73,"2",10281,138.732312342618,"P","F",19,38629.7,68
"98","U",57,"4",90149,32,"P","F",59,1463.58,34
"98","M",70,"3",40414,25,"P","F",22,26253.83,60
"00","M",57,"4",28848,32,"O","F",64,34347.04,39
"02","M",87,"4",91596,16,"P","F",31,30537,44
"01","A",84,"2",46138,9,"P","M",72,16718.37,52
"99","M",67,"0",60231,26,"O","F",29,30904.29,47
"98","M",51,"4",100725,5,"D","M",35,20289.08,38
"99","C",61,"0",15466,22,"O","M",29,3463.99,47
"01","M",78,"1",60304,21,"D","F",41,21138.29,33
"99","M",57,"1",39101,32,"O","F",45,24407.92,31
"99","M",70,"3",106770,25,"O","F",69,26065.37,47
"98","M",43,"0",76599,20,"D","M",39,21256.62,34
"00","A",76,"2",85217,22,"D","F",72,18090.9,52
"99","M",50,"3",94434,35,"O","F",33,33202.12,41
"98","M",35,"1",88859,11,"O","M",79,36384.54,68
"99","A",87,"2",94695,16,"O","F",77,15629.96,63
"02","M",64,"0",64189,2,"O","M",70,21087.46,48
"98","M",66,"3",11753,27,"D","F",26,22306.79,52
"98","A",62,"3",42326,21,"O","M",78,18798.57,65
"02","B",68,"2",61228,22,"P","M",62,10734.79,37
"02","A",53,"4",35760,34,"O","F",53,16983.99,31
"99","A",88,"1",66677,18,"O","M",37,16920.62,36
"99","M",81,"1",10951,20,"P","F",50,32374.11,30
"01","M",80,"1",115261,20,"O","F",29,25372.95,47
"98","C",79,"1",115790,20,"O","F",11.4564254968427,6084.1,33
"01","A",85,"1",76174,6,"O","M",74,18329.75,56
"02","M",36,"4",33718,42,"O","F",68,24709.87,45
"99","B",52,"3",44682,13,"O","M",51,11264.18,30
"01","C",82,"4",48554,133.217560390476,"P","F",26,7225.24,52
"01","M",69,"0",90576,132.731492647436,"O","F",50,25120.85,30
"99","A",76,"4",83699,22,"D","F",25,19507.85,54
"02","C",70,"2",50541,25,"P","F",54,9037.51,31
"00","M",83,"0",98515,18,"D","F",48,23355.77,30
"01","A",64,"1",90889,28,"P","F",37,18019.13,36
"02","U",80,"0",113346,20,"O","F",20,2889.52,65
"99","C",51,"4",12414,18,"D","M",24,9818.24,56
"99","B",43,"1",102656,17,"O","M",77,11417.88,63
"99","M",50,"3",68466,10,"P","M",63,36938.09,38
"02","M",65,"1",116557,28,"O","F",44,20486.86,31
"01","B",56,"2",36293,32,"O","F",52,12283.12,30
"02","M",47,"4",58598,36,"O","F",48,33702.73,30
"99","B",55,"3",84094,16,"P","M",33,12510.35,41
"98","A",44,"4",92239,19,"P","M",31,18841.94,44
"98","C",67,"1",80315,26,"O","F",79,4556.61,68
"99","B",84,"0",7752,18,"P","F",74,10292.92,56
"00","M",44,"3",75316,2,"O","M",52,36230.63,30
"99","M",65,"2",36997,28,"O","F",25,34396.6,54
"01","M",84,"4",11322,17,"D","M",45,29974.11,31
"99","B",62,"2",32557,22,"P","M",39,14132.28,34
"98","C",84,"4",29620,18,"D","F",67,8660.35,44
"02","M",52,"1",56658,34,"D","F",66,30680.96,42
"01","M",36,"0",9611,42,"P","F",76,38957.26,60
"02","A",59,"2",83581,30,"P","F",47,19469.74,30
"98","B",65,"2",20572,17,"D","M",53,14229.56,31
"02","C",62,"3",101525,29,"O","F",27,9567.19,50
"00","U",57,"0",43484,32,"O","F",62,966.14,37
"00","B",43,"4",17866,24,"D","M",69,13390.44,47
"99","M",88,"2",41204,16,"O","F",45,23516.98,31
"99","M",41,"2",11041,3,"O","M",41,37993.71,33
"99","B",34,"3",50561,135.152052887715,"D","F",44,12356.08,31
"98","M",58,"0",81608,31,"D","F",32,25261.11,42
"01","A",79,"0",40234,20,"O","F",28,17746.82,48
"98","M",75,"2",57085,22,"O","F",45,32597.14,31
"02","M",33,"0",25997,44,"O","F",65,34173.97,41
"98","A",52,"3",75431,13,"D","M",37,17884.62,36
"01","M",88,"0",66650,16,"O","F",49,22866.46,30
"99","B",48,"1",50274,15,"D","M",22,12689.08,60
"00","M",62,"2",78199,19,"P","M",27,25921.71,50
"00","M",32,"1",101470,44,"P","F",34,29349.62,39
"99","B",31,"3",59036,16,"O","M",54,10279.77,31
"02","M",71,"0",66402,138.487473060377,"D","M",36,29483.75,37
"98","M",46,"1",86272,37,"O","F",52,23829.2,30
"01","A",47,"4",95379,12,"O","M",78,17771.32,65
"02","A",51,"1",65643,34,"P","F",68,18748.4,45
"00","M",31,"1",96164,44,"D","F",63,30436.79,38
"98","B",46,"4",59213,2,"P","M",36,10069.65,37
"00","B",54,"4",60392,24,"D","M",26,12421.26,52
"00","M",49,"0",16831,25,"D","M",38,23310.7,35
"02","C",71,"4",117881,4,"P","M",20,3999.97,65
"01","M",49,"2",9071,36,"D","F",57,26622.09,33
"00","A",90,"3",99473,24,"P","M",31,15704.26,44
"01","A",52,"3",63586,4,"D","M",22,18744.95,60
"98","M",41,"1",48533,5,"D","M",77,26630.37,63
"99","M",86,"4",17752,8,"O","M",26,25809.32,52
"01","M",82,"0",85331,19,"O","F",55,30325.9,32
"01","M",71,"1",29025,24,"O","F",78,22188.46,65
"98","A",89,"1",2301,4,"P","M",59,16894.11,34
"98","A",60,"3",5702,30,"O","F",57,16060.04,33
"01","M",36,"3",5865,8,"O","M",58,39581.79,33
"00","M",39,"1",51861,17,"O","M",67,36715.23,44
"01","M",44,"0",9124,38,"P","F",44,32043.95,31
"02","B",55,"4",81139,21,"O","M",29,10310.31,47
"01","C",43,"4",24442,13,"P","M",63,8959.95,38
"00","A",77,"1",9749,22,"D","F",26,17543.14,52
"01","M",76,"3",11034,22,"P","F",80,26262.04,70
"00","M",49,"2",9284,36,"D","F",22,39642.91,60
"02","B",44,"0",36179,2,"D","M",46,12957.53,30
"01","M",42,"3",32579,39,"P","F",77,39637.66,63
"99","B",66,"2",113495,27,"P","F",62,14926.53,37
"00","M",76,"2",89106,6,"D","M",36,20386.98,37
"01","A",40,"0",21755,40,"D","F",38,15777.6,35
"98","B",81,"4",30809,20,"D","F",73,13461,54
"01","M",67,"2",106424,20,"O","M",50,23024.34,30
"00","M",31,"1",86680,44,"O","F",37,34004.82,36
"02","M",87,"1",45357,10,"P","M",75,22979.88,58
"00","U",45,"2",92235,38,"P","F",56,1848.19,32
"01","B",59,"4",106291,21,"O","M",52,12666.89,30
"99","M",46,"4",88391,16,"D","M",68,23379.39,45
"00","A",75,"1",46095,22,"P","F",66,15207.08,42
"00","B",58,"2",47226,31,"P","F",40,11332.81,33
"99","M",35,"3",103088,15,"O","M",52,39949.49,30
"98","M",40,"1",82252,40,"O","F",63,33046.88,38
"98","A",55,"4",55819,32,"O","F",76,17344.92,60
"00","M",51,"0",56520,4,"D","M",22,34565.43,60
"99","M",73,"0",2905,13,"P","M",74,39126.37,56
"02","M",36,"4",1761,42,"D","F",33,36245.13,41
"99","U",72,"0",75787,19,"D","M",61,2173.12,36
"99","U",82,"3",107038,21,"D","M",74,519.34,56
"02","M",77,"3",10705,18,"O","M",18,31170.16,70
"02","C",35,"0",3169,21,"P","M",43,6300.7,32
"98","B",31,"2",81005,44,"O","F",54,13610.01,31
"98","M",89,"2",33324,16,"D","F",30,21811.42,45
"02","M",88,"4",12014,10,"P","M",59,33749.02,34
"99","B",54,"0",2823,33,"P","F",62,10586,37
"01","B",84,"1",119336,18,"O","F",34,11560.99,39
"00","C",84,"4",109523,11,"D","M",34,7139.19,39
"99","M",86,"3",5524,17,"O","F",40,30162.59,33
"99","M",80,"3",23789,20,"P","F",79,34193.01,68
"98","C",79,"0",890,20,"D","F",75,7554.79,58
"00","M",46,"2",33800,24,"P","M",41,28301.77,33
"01","A",49,"3",52486,36,"D","F",32,15688.63,42
"01","A",66,"1",45060,27,"D","F",31,15932.59,44
"00","A",76,"0",16875,22,"O","F",66,19503.04,42
"02","A",85,"1",13903,18,"O","F",55,15900.98,32
"99","A",60,"3",29842,30,"P","F",36,19466.5,37
"01","B",74,"4",118243,23,"P","F",22,13587.8,60
"02","M",81,"0",100011,16,"D","M",71,22699.42,50
"00","M",66,"2",100024,23,"D","M",36,35937.04,37
"98","M",37,"3",92109,8,"D","M",59,36573.69,34
"99","M",71,"1",69172,14,"O","M",69,20165.36,47
"98","M",84,"3",21929,18,"D","F",20,29342.07,65
"98","M",85,"2",83952,18,"O","F",53,27435.98,31
"98","C",57,"3",12735,16,"D","M",41,3735.69,33
"99","A",56,"3",81469,6,"D","M",68,17965.32,45
"99","M",89,"3",97088,20,"D","M",61,26699.03,36
"99","M",83,"2",47339,7,"D","M",21,37826.46,63
"02","A",64,"4",77127,6,"O","M",47,15912.81,30
"01","M",87,"0",52787,16,"D","F",42,22614.56,32
"99","C",53,"4",61792,14,"P","M",20,9980.29,65
"00","M",80,"0",5182,4,"O","M",79,27364.78,68
"01","M",83,"2",81015,23,"O","M",74,38845.45,56
"00","C",86,"1",52722,16,"D","M",41,5676.28,33
"99","M",80,"3",2079,20,"O","M",61,32138.51,36
"01","M",43,"2",48701,38,"O","F",72,35999.97,52
"98","M",33,"1",118118,21,"O","M",62,20921.47,37
"01","M",89,"3",108646,19,"D","M",63,24421.95,38
"01","M",75,"4",47036,22,"O","F",58,24228.68,33
"99","M",61,"2",91327,30,"O","F",56,26515.94,32
"00","M",44,"3",99154,38,"O","F",78,24306.54,65
"02","M",67,"2",96141,8,"D","M",56,38084.63,32
"02","C",77,"3",1184,22,"P","F",38,3871.61,35
"98","B",40,"0",6466,13,"P","M",56,12815.25,32
"02","A",41,"4",17676,17,"P","M",57,15138.35,33
"99","M",53,"4",52607,34,"O","F",34,22368.04,39
"00","M",48,"1",38095,36,"D","F",74,30301.9,56
"98","B",57,"0",8038,5,"P","M",51,11081.4,30
"02","M",72,"1",95527,24,"P","F",75,31353.79,58
"02","M",43,"0",6252,38,"P","F",58,22100.08,33
"99","A",82,"0",19705,21,"D","M",38,19582.11,35
"01","M",67,"3",19994,9,"D","M",28,36988.61,48
"98","M",80,"2",42869,20,"D","F",34,37402.7,39
"99","B",36,"1",84142,42,"P","F",40,10029.15,33
"02","M",39,"3",34726,40,"O","F",48,28557.28,30
"01","M",53,"1",22134,34,"P","F",61,29251.4,36
"99","M",40,"0",57517,40,"D","F",35,30276.69,38
"00","M",48,"0",9657,15,"P","M",44,37488.99,31
"02","C",69,"1",79773,15,"P","M",54,7008.4,31
"99","U",55,"1",89970,32,"O","F",30,2987.67,45
"01","M",30,"4",34113,10,"D","M",39,34803.3,34
"00","M",90,"1",47537,5,"O","M",80,37693.06,70
"98","A",77,"0",9968,4,"D","M",75,15557.95,58
"98","C",31,"1",23625,23,"D","M",29,8679.16,47
"02","U",54,"4",69315,33,"P","F",45,2475.39,31
"02","C",57,"1",79819,11,"D","M",22,9120.92,60
"01","B",30,"2",30756,17,"D","M",45,12416.24,31
"98","M",55,"1",54339,22,"P","M",27,24783.19,50
"99","M",81,"2",85284,20,"O","F",66,25231.59,42
"00","C",87,"0",104043,13,"D","M",72,5775.68,52
"98","C",70,"1",100577,25,"O","F",37,5214.33,36
"98","B",87,"2",103045,11,"O","M",60,12673.48,35
"99","M",83,"3",52552,24,"O","M",70,20857.65,48
"99","A",32,"3",6921,44,"O","F",54,17535.3,31
"02","M",41,"2",32522,15,"D","M",38,24291.56,35
"01","M",84,"4",89063,3,"D","M",51,38105.36,30
"98","M",73,"1",115330,24,"O","M",47,37888.2,30
"00","M",78,"4",53292,23,"P","M",58,29967.84,33
"99","C",68,"1",66204,13,"P","M",70,4971.96,48
"01","M",40,"1",78291,20,"D","M",28,20192.46,48
"02","M",67,"0",79824,8,"O","M",30,22062.69,45
"01","C",37,"4",7181,8,"D","M",33,7551.18,41
"01","U",83,"2",43192,16,"O","M",43,636.05,32
"99","C",68,"0",86105,13,"D","M",67,7799.1,44
"01","A",39,"2",72649,40,"P","F",55,16830.59,32
"98","M",45,"1",52269,38,"P","F",43,31153.44,32
"99","A",34,"0",22658,139.69943143893,"O","F",63,19337.96,38
"99","C",32,"4",42398,44,"D","F",30,7354.3,45
"00","U",43,"0",32573,137.086892779917,"O","M",21,2392.72,63
"98","M",41,"1",58338,40,"O","F",54,28551.57,31
"02","C",76,"2",12913,22,"D","F",42,9923.56,32
"98","C",48,"4",106290,23,"D","M",57,6646.22,33
"01","M",87,"1",83919,22,"O","M",67,29973.78,44
"01","M",79,"3",53055,23,"O","M",29,34132.73,47
"00","M",85,"4",114137,8,"D","M",48,35700.94,30
"99","M",82,"4",50919,136.00412025582,"D","M",64,32108.6,39
"01","A",79,"4",63598,20,"D","F",50,15632.06,30
"00","A",45,"4",112545,38,"D","F",52,15601.93,30
"02","M",31,"0",2759,14,"P","M",77,23919.14,63
"02","M",88,"0",5742,16,"O","F",39,31967.72,34
"99","M",83,"3",27843,18,"D","F",43,25656.45,32
"99","B",76,"3",114644,21,"O","M",56,10125.8,32
"00","U",64,"2",21066,28,"P","F",30,1803.62,45
"99","B",56,"3",72469,13,"P","M",70,10816.92,48
"99","M",84,"2",119979,21,"P","M",64,23109.11,39
"00","A",61,"0",6828,30,"P","F",72,17773.86,52
"00","B",65,"1",86578,10,"D","M",24,11388.8,56
"02","M",71,"0",92517,4,"D","M",57,23542.2,33
"99","U",48,"2",29352,36,"O","F",71,967.39,50
"01","M",32,"0",103357,15,"D","M",69,21178.54,47
"02","A",71,"2",43264,24,"P","F",27,18597.48,50
"01","U",67,"3",62572,26,"P","F",55,2946.09,32
"98","B",46,"3",3199,37,"O","F",43,13316.13,32
"01","B",47,"4",106542,17,"P","M",21,14300.22,63
"00","B",78,"3",44933,21,"O","F",73,14503.56,54
"99","B",68,"1",3744,26,"D","F",74,13517.51,56
"02","A",69,"0",2337,26,"P","F",80,17790.65,70
"98","B",67,"0",4639,21,"P","M",58,14760.89,33
"98","A",52,"1",4182,34,"P","F",73,17069.57,54
"00","C",48,"1",56546,21,"P","M",79,8649.75,68
"99","C",52,"0",12641,34,"D","F",30,3915.89,45
"99","M",59,"1",24416,21,"D","M",63,36231.95,38
"00","M",41,"2",58202,4,"D","M",44,35159.79,31
"00","M",33,"0",59693,44,"O","F",49,23019.76,30
"01","B",51,"0",4858,13,"P","M",30,10664.79,45
"01","B",40,"0",27519,40,"D","F",76,12091,60
"02","B",84,"1",45442,7,"D","M",69,13037.96,47
"99","M",79,"4",73893,20,"P","F",31,39816.49,44
"02","B",46,"0",59230,18,"O","M",34,14211.06,39
"98","B",78,"2",42071,21,"P","F",39,11569.72,34
"99","B",88,"4",50527,5,"O","M",33,12085.69,41
"99","A",35,"1",16156,17,"P","M",56,19770.32,32
"99","A",82,"1",24416,12,"D","M",24,15644.07,56
"00","M",88,"1",38023,8,"O","M",78,27939.22,65
"99","M",68,"0",47080,16,"O","M",68,32751.38,45
"02","M",54,"0",116614,7,"D","M",20,26471.18,65
"01","M",86,"0",38687,4,"O","M",32,27616.07,42
"99","M",37,"2",19910,24,"P","M",42,39376.9,32
"98","M",46,"0",101674,24,"O","M",30,33008.15,45
"99","C",71,"0",116779,24,"D","F",56,7840.81,32
"98","M",36,"0",82304,42,"O","F",61,27385.66,36
"99","C",43,"4",40532,21,"D","M",35,5228.83,38
"01","A",76,"0",59060,22,"O","F",75,17473.75,58
"00","M",49,"2",89561,4,"D","M",55,25070.1,32
"98","M",42,"0",9272,3,"P","M",68,28543.94,45
"99","A",40,"0",109142,40,"O","F",32,16997.13,42
"01","M",81,"3",43676,20,"O","F",69,30655.24,47
"01","C",42,"2",35377,3,"O","M",18,8756.43,70
"01","C",81,"3",94393,4,"O","M",40,5374.2,33
"99","M",55,"1",10880,1,"D","M",79,22168.79,68
"00","U",34,"0",53405,12,"D","M",50,829.87,30
"02","A",36,"1",92019,6,"D","M",55,18716.97,32
"01","B",90,"0",13046,15,"O","F",71,14719.73,50
"99","C",89,"1",62364,16,"P","F",28,3001.71,48
"02","C",75,"4",103300,22,"D","F",51,9023.6,30
"00","M",56,"4",85948,32,"P","F",61,23321.48,36
"01","B",73,"0",109986,12,"O","M",80,10034.31,70
"02","M",85,"3",101693,12,"P","M",44,31567.86,31
"99","M",84,"0",72344,18,"O","F",32,33144.91,42
"99","M",81,"0",44511,4,"D","M",80,25304.52,70
"01","U",88,"2",53481,20,"P","M",33,798.62,41
"01","A",53,"3",47058,34,"P","F",38,19618.72,35
"99","C",60,"2",99491,30,"O","F",61,5175.87,36
"01","M",45,"3",57046,38,"O","F",50,28685.72,30
"98","M",33,"3",12810,44,"P","F",33,38154.51,41
"01","B",75,"4",97844,3,"D","M",28,12794.93,48
"01","B",42,"4",85981,39,"D","F",72,11268.87,52
"02","B",37,"0",64666,42,"O","F",52,11557.17,30
"01","C",51,"0",1800,12,"P","M",79,9881.57,68
"99","M",35,"3",119522,42,"P","F",58,31455.87,33
"00","U",82,"2",108596,19,"D","F",74,1850.08,56
"98","M",69,"1",60016,14,"P","M",41,20360.06,33
"00","A",65,"1",45773,28,"O","F",52,17285.74,30
"99","M",89,"0",46619,11,"O","M",48,37239.48,30
"01","C",84,"3",38862,15,"O","M",47,6049.46,30
"01","M",79,"3",40917,20,"P","F",22,34745.53,60
"01","M",71,"1",40505,21,"O","M",67,39976.81,44
"98","M",35,"1",94281,42,"O","F",75,21117.42,58
"98","M",47,"2",19416,16,"P","M",62,36779.05,37
"00","M",59,"1",119953,11,"D","M",62,28948.29,37
"99","B",55,"4",24807,32,"O","F",45,10903.64,31
"99","M",71,"0",44062,24,"O","F",48,37307.77,30
"01","C",61,"4",17809,30,"O","F",45,8594.26,31
"98","M",71,"4",109716,8,"P","M",54,26626.59,31
"00","A",45,"1",2511,38,"P","F",60,15918.2,35
"02","M",36,"0",4817,18,"P","M",69,35043.84,47
"00","M",66,"2",7763,27,"D","F",44,32074.29,31
"00","M",85,"2",95927,18,"P","F",70,36622.1,48
"00","A",81,"2",17516,10,"D","M",57,18035.44,33
"99","M",85,"3",26503,18,"D","F",64,26251.18,39
"98","A",80,"2",98577,15,"O","M",57,16145.12,33
"99","M",36,"2",14441,42,"D","F",35,31032.47,38
"99","C",43,"1",51050,38,"O","F",56,5493.91,32
"98","A",59,"1",85534,18,"P","M",53,16331.59,31
"01","M",53,"0",39623,136.818634071387,"O","M",35,32951.39,38
"98","M",80,"2",26299,20,"D","F",26,20016.47,52
"01","A",39,"0",83338,40,"O","F",21,18757.07,63
"99","M",65,"0",5440,21,"D","M",9.06504272436723,22155.73,48
"02","M",78,"4",59691,21,"D","F",21,21676.77,63
"01","B",65,"1",75060,28,"P","F",61,14784.82,36
"00","M",84,"2",113406,23,"D","M",46,38911.01,30
"99","C",74,"1",77278,7,"P","M",44,7868.49,31
"00","M",76,"3",18555,20,"P","M",72,32114.29,52
"99","M",48,"1",34644,4,"D","M",73,29127.7,54
"02","B",58,"3",107951,9,"D","M",46,13276.51,30
"00","U",84,"1",62181,18,"P","F",73,1654.4,54
"02","A",56,"0",108304,7,"O","M",69,19189.81,47
"00","A",75,"0",5391,22,"P","F",32,19808.45,42
"02","M",47,"3",33100,36,"P","F",46,21872.91,30
"01","M",67,"0",100501,22,"D","M",70,33207.16,48
"00","M",74,"2",48618,6,"O","M",37,35696.77,36
"99","M",80,"3",56573,20,"P","M",26,21158.36,52
"98","B",46,"1",31761,8,"D","M",62,11508.37,37
"02","M",36,"1",92856,22,"P","M",55,30489.67,32
"98","M",54,"2",39274,33,"O","F",65,29329.22,41
"02","A",50,"2",112059,35,"O","F",59,15425.13,34
"02","B",81,"0",3388,20,"P","F",55,13561,32
"99","M",50,"3",23126,20,"O","M",79,21729.06,68
"02","M",32,"2",70080,14,"O","M",78,23475.12,65
"98","M",60,"3",69686,2,"O","M",77,39681.73,63
"99","M",53,"2",63814,34,"D","F",39,21139.37,34
"98","C",45,"3",6739,135.918422418181,"P","M",36,7569.52,37
"98","C",32,"2",116527,23,"D","M",34,6816.38,39
"02","A",39,"3",23614,40,"O","F",46,18342.46,30
"98","M",80,"3",24289,20,"D","F",37,39063.08,36
"99","U",82,"2",78512,21,"P","M",49,2789.15,30
"01","M",56,"0",40524,32,"D","F",46,28023.09,30
"98","M",48,"4",86174,16,"P","M",20,27629.52,65
"02","B",88,"4",11120,16,"O","F",54,11545.14,31
"98","B",79,"3",56690,2,"P","M",57,11856.34,33
"01","M",65,"1",75135,11,"O","M",69,38880.11,47
"02","M",32,"0",99883,44,"O","F",70,36655.31,48
"01","M",78,"2",109184,21,"O","F",28,30352.93,48
"99","M",32,"0",6375,17,"P","M",71,29514.2,50
"01","A",71,"1",55058,24,"O","F",22,17699.9,60
"00","B",31,"0",21821,44,"O","F",73,10127.86,54
"02","M",40,"4",37137,40,"D","F",20,31885.73,65
"00","A",46,"2",113770,21,"O","M",23,15274.75,58
"02","B",31,"4",72745,44,"O","F",37,14296.33,36
"01","M",63,"4",12956,15,"P","M",67,25832.7,44
"02","A",48,"4",82548,12,"O","M",40,16716.86,33
"00","C",55,"1",113814,16,"P","M",69,3452.48,47
"00","M",56,"3",6317,32,"P","F",58,38767.55,33
"02","M",48,"0",79064,6,"O","M",26,29856.54,52
"99","M",68,"1",3664,26,"D","F",43,29636.03,32
"00","M",71,"4",5692,24,"P","F",79,22078.29,68
"01","B",75,"2",30308,22,"O","F",26,11622.46,52
"02","C",72,"3",74178,3,"P","M",67,7509.53,44
"02","C",88,"4",100639,9,"O","M",54,5479.06,31
"01","M",70,"3",66689,25,"O","F",43,29027.08,32
"00","M",44,"1",76160,7,"D","M",37,22386.11,36
"99","M",35,"4",69534,15,"O","M",51,23362.14,30
"01","M",64,"0",5942,28,"O","F",57,31582.51,33
"02","B",83,"3",48882,1,"P","M",59,14178.7,34
"01","M",37,"4",59778,5,"P","M",40,33671.44,33
"01","C",35,"0",82224,30,"D","F",33,4290.47,41
"00","B",34,"1",44639,43,"O","F",43,12429.4,32
"00","M",78,"3",86365,135.464541330002,"P","F",28,28197.19,48
"98","A",74,"3",115140,23,"D","F",60,15714.55,35
"99","C",57,"2",44607,32,"O","F",57,6555.39,33
"01","M",58,"1",68037,10,"D","M",58,38258.02,33
"02","M",86,"1",72205,2,"P","M",32,39759.83,42
"98","U",90,"2",2253,15,"D","F",27,2560.47,50
"99","M",74,"2",79952,13,"D","M",36,23246.47,37
"02","M",75,"2",78959,22,"O","F",61,24483.41,36
"02","A",55,"1",40025,15,"D","M",30,19326.21,45
"99","A",71,"0",13822,24,"O","F",73,18551.12,54
"01","M",37,"4",13293,42,"O","F",31,30494.2,44
"99","C",58,"3",105483,18,"D","M",40,9419.93,33
"99","M",90,"2",35558,3,"P","M",70,27313.63,48
"01","C",37,"0",60064,6,"D","M",78,4899.11,65
"99","M",50,"0",20652,15,"O","M",53,29937.98,31
"02","M",60,"1",107023,30,"O","F",78,34150.37,65
"98","A",37,"3",25727,42,"P","F",42,15946.12,32
"02","C",43,"4",119388,1,"P","M",73,6931.08,54
"00","C",60,"2",83169,30,"P","F",49,5979.21,30
"99","U",73,"2",10987,24,"O","F",58,946.07,33
"02","C",62,"2",95169,29,"P","F",46,6794.88,30
"02","M",54,"1",41725,4,"P","M",23,30593.23,58
"99","B",82,"0",40927,19,"D","F",62,12085.42,37
"02","U",70,"1",82516,16,"P","M",33,2815.03,41
"00","M",31,"2",33402,15,"D","M",22,29703.01,60
"01","A",35,"4",86965,42,"P","F",36,19826.13,37
"01","M",64,"0",79923,21,"D","M",73,22989.14,54
"00","M",60,"2",34260,30,"O","F",58,20118.89,33
"02","M",36,"2",97397,42,"P","F",46,29136.02,30
"99","M",81,"0",7605,20,"D","F",37,27503.99,36
"00","M",80,"3",93412,7,"D","M",45,35873.28,31
"02","A",85,"3",51533,18,"D","F",67,19050.37,44
"02","U",90,"4",76908,7,"D","M",27,2398.1,50
"01","C",79,"4",102499,16,"P","M",46,3469.27,30
"98","U",60,"4",62217,16,"D","M",57,2018.8,33
"99","M",68,"4",74342,24,"D","M",29,35382.23,47
"99","B",85,"1",3460,18,"O","F",61,11787.42,36
